content,windows
"my harddrive is partioned into two -- one partition has windows xp, the other has nothing. i wold like to put ubuntu in this second partition",1
i installed alternate cd 10.10 ubuntu. and now have the cli. my laptop's a 1ghz 256mb. 30gb. it can't handle compiz. how do i install a version of windows manager without crashing the laptop,1
cant say ive had any issues with snapping windows. ;),1
i fixed it; you have to disable snapping windows and the other one in ccsm,1
"this is horrible; absolutely horrible; why is unity resizing my windows wtf.  i disabled grid, i went back in and i re-enabled it and disabled everything and its still doing it",1
no idea.  theres a windows-rules plugin. but i think its disabled by default,1
you have any down loader like windows xp,1
my lan is virtualbox net to windows host system.  should be fast as hell.  but it's equally bad over usb2 to an htfs drive,1
is it a windows program/,1
"if i connect an ethernet cable between my linux desktop and a windows laptop, will file sharing be possible?",1
not when i ran windows tho actionparsnip only ubuntu,1
how can i unmount my windows paartition(i used ntfs-config to mount it),1
what is the exact folder your windows stuff is mounted in?,1
"tonyyarusso-> but openvz only supports for linux guest only, not windows",1
you wont be able to install windows while running ubuntu from a usb stick,1
"thanks. i humiliated myself, and did it at a windows box. but thanks for help :)",1
"hey guys. i have a canon scanner (canoscan lide 500f) i would like to get working with ubuntu. on windows i used a program/driver called canoscan toolbox to scan, but here on ubuntu it doesnt respond. anyone have a clue how to get it work?",1
"hehe i meant i humiliated myself giving up, and using windows instead :)",1
"*sigh* just get your system setup to install windows (ie, make an empty partition), install it, then reinstall grub",1
i've installed ubuntu and now i'd like to install windows on a different partition to dual boot,1
"you obviously want to install windows to a blank partition, not your ubuntu 1.. duh",1
"arguably, its the same way, the only problem is your gonna need to reinstall grub because windows automatically installs its bootloader to the mbr",1
do you need to share data with a windows install? is that the issue?,1
you can use an ext2 ifs driver for windows to access ext2/3,1
i plan to reinstall windows with dual boot,1
"the use of the term 'side by side' is vague.. you can boot to windows, or boot to linux from the grub boot menu...",1
"with vmware/virtualbox, you can at the same time.. with wubi  - it installs to a 'file' that gets booted.. or you can resize and keep windows and dual boot.",1
i'm running windows and i'm trying to get ubuntu on my vmware player.,1
i can run ubuntu inside windows without killing my windows stuff?,1
"main problem is cyr, ubuntu looks totally bloated compared to my neat windows . looks like a fat coach potato in fact i wanna change this",1
"it is ugly compared to windows, just noting",1
super key is windows key,1
please how to download mp3 in windows jaja,1
"no, you can't, they're pretty much like compiled binaries (like windows .exe files, for instance)",1
ther are windows tools you can run in windows to shrink windows partitions. ask in #windows about them,1
yeah know what ya mean still better than running windows lol,1
"i don't get the windows hate. it has its place. if you game, for the most part, it's much easier on windows than on linux. not having a go at either, just saying that's how the market is right now and to hate on either one of them absolutely, seems very emotionally based",1
the xp cd has it ? or should i boot it thru windows xp and look for fixmbr ??,1
hi .. i desperately need help ... i installed ubuntu on my sisters pc .. i installed it on the same hdd as of windows xp .. now my sister thinks she cant handle ubuntu for some reason and wants me to take it out .. how do i remove it from the bootloader coz the rest i guess ill just use the windows xp disk manager and knock off the partitions and format em to ntfs or something .. that should remove ubuntu .. but getting it out of the boo,1
